,source,claim,verdict,qoute,date,scrape_date
0,Barack Obama,"Says his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing.""",true,Cites savings to average working household ,2011-10-21,2019-04-23 16:47:04.315137
0,Ward Armstrong,"Appalachian Power Company is making ""record profits.""",pants-fire,Problems with all of his numbers,2011-10-14,2019-04-23 16:47:04.316663
0,Edd Houck,"""Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.""",false,Flimsy logic based on flimsy research,2011-10-12,2019-04-23 16:47:04.318495
0,George Allen,"Takes credit for ""reining in"" state spending when he was governor.",false,Bottom line increased 45 percent,2011-09-12,2019-04-23 16:47:04.320167
0,Bob Goodlatte,"Thomas Jefferson expressed ""strong support"" for a balanced budget amendment in 1798.",half-true,TJ flip-flopped on federal debt,2011-09-09,2019-04-23 16:47:04.480753
0,George Allen,"Takes credit for ""substantially reducing the size of the state workforce.""",mostly-true,"Fewer bureaucrats, more private consultants",2011-09-03,2019-04-23 16:47:04.482553
0,Eric Cantor,On disaster aid offsets,full-flop,Says times have changed,2011-09-02,2019-04-23 16:47:04.484414
0,Bobby Scott,"""The estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the Bush-era tax cuts for another decade.""",true,His numbers are solid,2011-08-29,2019-04-23 16:47:04.486097
0,Bob McDonnell,On serving out his gubernatorial term,full-flop,Might trade governorship to become veep,2011-08-26,2019-04-23 16:47:04.487733
0,Democratic Party of Virginia,"Virginia has made ""no progress on jobs"" since Bob McDonnell took office.",false,"State has gained 50,000 jobs during McDonnell's term",2011-08-18,2019-04-23 16:47:04.489351
0,Ken Plum,Virginia has a responsibility to fund 55 percent of public education and is paying just 41 percent.,false,Mixes apples and oranges ,2011-08-12,2019-04-23 16:47:04.491126
0,Randy Forbes,"""As a percentage of our gross domestic product, the defense budget remains just 3.6 percent. This figure is low by all historical standards.""",mostly-true,But other measures show U.S. defense spending high ,2011-08-05,2019-04-23 16:47:04.492782
0,Bobby Scott,(Rep. Bob Goodlatte's) balanced budget amendment does not require a balanced budget.,barely-true,Semantic argument ignores the obvious,2011-08-01,2019-04-23 16:47:04.494571
0,Eric Cantor,"""Harry Reid’s plan is basically giving the president a blank check.""",false,Was speaking metaphorically,2011-07-29,2019-04-23 16:47:04.496194
0,Ward Armstrong,On campaign contributions from electric utilities.,full-flop,"Once took the money, now says it tainted",2011-07-25,2019-04-23 16:47:04.497810
0,Bob McDonnell,"Virginia state employees ""pay nothing"" toward their pensions.",pants-fire,He's signed bills that require workers to contribute to pensions,2011-07-21,2019-04-23 16:47:04.499429
0,Bob McDonnell,Ninety percent of the job growth in Virginia has been in the private sector.,true,Statistics back his claim,2011-07-18,2019-04-23 16:47:04.501047
0,Scott Rigell,"Under Ryan plan, ""those 54 and younger would receive the same kind of healthcare options now enjoyed by members of Congress.""",barely-true,Members of Congress come out ahead,2011-07-15,2019-04-23 16:47:04.502668
0,Bob McDonnell,"""Our crime rate continues to plummet.""",mostly-true,"Dropping, yes; plummeting, no",2011-07-11,2019-04-23 16:47:04.504295
0,George Allen,"""China owns more of our bonds than do Americans.""",false,Cherry picks data,2011-07-08,2019-04-23 16:47:04.505908
0,Bob McDonnell,"""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined.""",barely-true,Mislabels a statistic,2011-07-06,2019-04-23 16:47:04.507487
0,Mark Warner,"""If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.""",half-true,"True in '09, but not other recent years",2011-07-02,2019-04-23 16:47:04.509061
0,Randy Forbes,"""The Federal Register - which houses all Washington regulations - is 34,000 pages in length and weighs in at more than 340 pounds.""",half-true,Weigh off,2011-07-01,2019-04-23 16:47:04.510617
0,Democratic Party of Virginia,"Gov. Bob McDonnell launched a ""raid on public education to pay for roads.""",mostly-true,"Not a direct transfer, but close",2011-06-28,2019-04-23 16:47:04.512163
0,NARAL Pro-Choice Virginia,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnell’s ""political agenda.""",true,NARAL actually understates its case,2011-06-27,2019-04-23 16:47:04.679685
0,Republican Party of Virginia,"Phil Puckett ""voted no on sending the EPA a message that they’ve gone too far not once, but twice.""",pants-fire,"An absurd, and wrong, claim",2011-06-24,2019-04-23 16:47:04.681585
0,George Allen,On subsidies for ethanol production.,full-flop,Back where he started ,2011-06-22,2019-04-23 16:47:04.683150
0,National Republican Senatorial Committee,"""President Obama and liberal former DNC Chairman Tim Kaine’s $787 billion stimulus failed to create jobs.""",false,"Another stimulus attack, another False",2011-06-20,2019-04-23 16:47:04.684824
0,George Allen,"""The tax on job creating businesses is 35 percent in the United States, second worst in the entire world.""",mostly-true,"He's close, but off by a bit",2011-06-18,2019-04-23 16:47:04.686476
0,George Allen,"""We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.""",true,Coal makes U.S. king,2011-06-17,2019-04-23 16:47:04.688101
0,Peter Pantuso,"Commercial buses in the United States have ""a stellar safety record, a safety record that exceeds that of any other commercial mode or surface transportation mode.""",half-true,"Safer than trains and automobiles, but not planes",2011-06-11,2019-04-23 16:47:04.689720
0,Robert Hurt,"Non-defense discretionary spending has increased ""by over 80 percent in the last two years.""",false,Time to check his math,2011-06-10,2019-04-23 16:47:04.691542
0,Scott Rigell,"""The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.""",false,Not even close ,2011-06-09,2019-04-23 16:47:04.693342
0,Democratic Congressional Campaign Committee,"""Rep. Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors.""",false,Update: Now with new information on costs for current seniors,2011-06-09,2019-04-23 16:47:04.695141
0,Bob McDonnell,"Virginia is ""headed towards another surplus this year, unlike most states.""",mostly-true,He's not counting missed pension payments,2011-06-04,2019-04-23 16:47:04.696770
0,Eric Cantor,"The 2009 stimulus bill ""failed to get people back to work.""",false,"Although unenmployment is high, the stimulus has created jobs ",2011-06-03,2019-04-23 16:47:04.698389
0,National Republican Congressional Committee,"""Gerry Connolly and his fellow Democrats went on a spending spree and now their credit card is maxed out.""",barely-true,Debt spending a rare bipartisan feat,2011-06-02,2019-04-23 16:47:04.700049
0,Jim Moran,"House Republicans required the use of Styrofoam cups in House cafeterias that are ""part of Koch Industries.""",pants-fire,He's whistlin' Dixie,2011-06-01,2019-04-23 16:47:04.701623
0,Eric Cantor,"""If you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.""",true,"Even in same professions, federal workers make more",2011-05-31,2019-04-23 16:47:04.703202
0,Ward Armstrong,"Under Gov. Bob McDonnell, more jobs have been lost than created in Southside and Southwest Virginia.",false,More people are working both regions,2011-05-28,2019-04-23 16:47:04.704777
0,Tim Kaine,On whether judges should be allowed to place children with gay couples who wish to adopt.,half-flip,He still says let judges decide,2011-05-27,2019-04-23 16:47:04.706357
0,Bob McDonnell,"For more than 30 years after World War II, there was a steady reduction in U.S. debt as a percentage of gross domestic product.",true,No disputing this claim,2011-05-25,2019-04-23 16:47:04.707936
0,Frank Wolf,"The U.S. has ""over $62 trillion in unfunded liabilities.""",barely-true,"Shaky figures, poor terminology",2011-05-23,2019-04-23 16:47:04.709502
0,Terry McAuliffe,"""If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.""",true,Same could be said of former Gov. Tim Kaine's record,2011-05-21,2019-04-23 16:47:04.711103
0,Ken Cuccinelli,"Department of Education officials investigating Virginia Tech shootings ""have not once gotten into the car and driven down to Blacksburg to talk to the police chief or the university president or to anyone else.""",true,But other communications occurred,2011-05-20,2019-04-23 16:47:04.911291
0,Terry McAuliffe,"""The $1.8 billion in [transportation] bonding, we don’t have a repayment mechanism.""",pants-fire,Let's steamroll this falsehood,2011-05-18,2019-04-23 16:47:04.913148
0,Randy Forbes,Failure to raise the debt limit does not force a U.S. default on debt payments.,true,But options to default are also dire ,2011-05-16,2019-04-23 16:47:04.914747
0,Jamie Radtke,"George Allen ""had 40,000 earmarks"" while he was a senator.",false,"40,000? That's 18 per day",2011-05-13,2019-04-23 16:47:04.916308
0,Tim Kaine,"Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a ""very low"" rate of higher education attainment but is now above the national average.",half-true,Don't know enough about history (but better with the present),2011-05-12,2019-04-23 16:47:04.918005
0,Jim Moran,"""American oil production is at its highest level since 2003.""",true,But it may drop soon,2011-05-11,2019-04-23 16:47:04.919642
0,Eric Cantor,"There is ""a situation in this country where you're nearing 50 percent of people who don't even pay income taxes.""",true,Deductions cut liabilities,2011-05-09,2019-04-23 16:47:04.921246
0,Bobby Scott,"""Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nation’s dropouts.""",true,Sad but true,2011-05-06,2019-04-23 16:47:04.922852
0,Eric Cantor,"""You’ve got each day 10,000 new seniors, baby boomers, becoming eligible for the entitlement programs.""",true,The silver tsunami cometh,2011-05-04,2019-04-23 16:47:04.924518
0,Terry McAuliffe,"""China now owns $1.1 trillion of our debt, our trade deficit last year with them was a quarter of a trillion dollars.""",true,"Made in China, held in China",2011-05-03,2019-04-23 16:47:04.926075
0,Gerry Connolly,"Rep. Paul Ryan’s Medicare plan ""lines the pockets of the private insurance companies,"" increases costs for seniors and does not reduce the deficit.",half-true,Money goes to deficit and insurers,2011-04-30,2019-04-23 16:47:04.927844
0,Richard Saslaw,On redistricting.,full-flop,A quick switch,2011-04-29,2019-04-23 16:47:04.929500
0,Gordon Robertson,"President Obama was ""raised Muslim.""",pants-fire,Repeats a debunked statement,2011-04-28,2019-04-23 16:47:04.931106
0,Randy Forbes,"""Each day our nation pays communist China $73.9 million in interest on our debt.""",true,That's one big check,2011-04-26,2019-04-23 16:47:04.932730
0,Kitty Boitnott,Salaries for Virginia’s teachers are below the national average.,true,"An ""A"" for accuracy",2011-04-25,2019-04-23 16:47:04.934351
0,Mark Warner,"""Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP].""",true,Only World War II era can compare,2011-04-22,2019-04-23 16:47:04.935955
0,Republican Party of Virginia,Tim Kaine broke a campaign promise not to raise taxes.,barely-true,"""No taxes"" pledge never existed",2011-04-21,2019-04-23 16:47:04.937545
0,Ward Armstrong,"""[Appalachian Power] wants another 10 percent rate increase. The compensation package for CEO Mike Morris rose 22 percent to $8.7 million in 2010.""",true,Another zap for customers,2011-04-19,2019-04-23 16:47:04.939105
0,George Allen,"Tim Kaine proposed ""over $6 billion in tax increases from the time he entered the governor’s mansion until the time he left.""",half-true,"Right idea, wrong math",2011-04-16,2019-04-23 16:47:04.940658
0,Jamie Radtke,"George Allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator.",true,Most of GOP joined him,2011-04-15,2019-04-23 16:47:04.942220
0,Campaign for America's Future,"Says ""Congressman Eric Cantor wants to eliminate Social Security.""",pants-fire,Just plain wrong,2011-04-14,2019-04-23 16:47:05.121191
0,Robert Hurt,"A cap-and-trade bill would ""destroy over 50,000 jobs in Virginia.""",barely-true,Claim is mostly hot air,2011-04-12,2019-04-23 16:47:05.123018
0,Jim Moran,"""Over the past decade, the big five oil companies --- BP, Chevron, ConocoPhillips, ExxonMobil and Shell -- made a total profit of nearly $1 trillion.""",mostly-true,"Close, but no cigar",2011-04-11,2019-04-23 16:47:05.124729
0,Bob McDonnell,"""When I took office last year we faced historic budget deficits of $6 billion here in Virginia.  And we closed those deficits by cutting spending.""",barely-true,Guv exaggerates actual cuts,2011-04-09,2019-04-23 16:47:05.126316
0,"Thomas Norment, Jr.",On bipartisan redistricting.,full-flop,Singing a new tune this time around,2011-04-08,2019-04-23 16:47:05.128049
0,Tim Kaine,"Virginia was named ""best managed state, best state for business and best state to raise a child"" while I was governor.",true,Opponent Allen can make similar claims,2011-04-07,2019-04-23 16:47:05.129668
0,Tim Kaine,On running for Senate if Jim Webb retires.,half-flip,Changed mind after Webb stepped down,2011-04-05,2019-04-23 16:47:05.131384
0,George Allen,A majority of the American people opposed the health care law when it was signed and still oppose it today.,mostly-true,Polls more mixed than Allen says,2011-04-04,2019-04-23 16:47:05.132990
0,Eric Cantor,"Discretionary spending has ""increased over 20-some percent in two years if you don’t include the stimulus. If you put in the stimulus, it’s over 80 percent.""",half-true,Cantor's math not quite right,2011-04-01,2019-04-23 16:47:05.134571
0,Morgan Griffith,"""Originally, Democrats promised that if you liked your health care plan, you could keep it. One year later we know that you need a waiver to keep your plan.""",barely-true,"Waivers are few, far between",2011-03-31,2019-04-23 16:47:05.136165
0,Babur Lateef,"Since Corey Stewart became chairman in November 2006, unemployment is up 150% and average home price sales are down $150,000.",half-true,"Accurate numbers, inaccurate blame",2011-03-30,2019-04-23 16:47:05.137730
0,Jim Moran,"Ending federal funding for National Public Radio would jeopardize 9,000 jobs.",false,Wouldn't cost local stations a dime,2011-03-26,2019-04-23 16:47:05.139451
0,Morgan Griffith,"""Not even expensive bottled water, like Perrier and Evian, are of good enough quality to pump out of mines in Southwest Virginia, according to the EPA regulation.""",barely-true,Confusing the issue with irrelevant claim,2011-03-22,2019-04-23 16:47:05.141084
0,Organizing for America,"The GOP budget plan ""would cut nearly a million jobs.""",half-true,Depends on which economist you ask,2011-03-21,2019-04-23 16:47:05.142702
0,Bob Goodlatte,"The House budget plan proposes ""the largest discretionary spending cut in history.""",mostly-true,A case can be made for post World War II ,2011-03-18,2019-04-23 16:47:05.144315
0,Eric Cantor,"""Put simply, less government spending equals more private sector jobs.""",half-true,He presents theory as fact,2011-03-16,2019-04-23 16:47:05.145878
0,Morgan Griffith,"""A new ruling by the EPA would force dairy farmers to comply with the Spill Prevention, Control and Countermeasure Program when dealing with spilt milk -- the same regulations oil and natural gas producers must follow.""",false,Udderly absurd,2011-03-11,2019-04-23 16:47:05.147451
0,Virginia Lottery,"""Since 1999, all Virginia Lottery profits have been used for public education in the Commonwealth for kindergarten through 12th grade.""",mostly-true,No way to be sure before 2008,2011-03-09,2019-04-23 16:47:05.149011
0,Bob McDonnell,"In the past decade, K-12 funding has grown six times faster than the rate of enrollment.",half-true,UPDATE: Adjusted for inflation,2011-03-08,2019-04-23 16:47:05.150578
0,Ken Cuccinelli,"The health care bill has ""six years of costs against 10 years of tax revenue.""",half-true,"Some benefits, taxes already here",2011-03-07,2019-04-23 16:47:05.152318
0,Ward Armstrong,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",true,Landlines no longer guaranteed,2011-03-05,2019-04-23 16:47:05.336338
0,Ward Armstrong,A telecom bill could keep the State Corporation Commission from getting rate-of-return information from electric utilities.,false,Bad data feeds bellicosity ,2011-03-05,2019-04-23 16:47:05.338295
0,Brian Moran,"Gov. Bob McDonnell in 2010 ""did not even create enough jobs to keep pace with population growth"" in Virginia.",half-true,A blend of truth and misleading figures,2011-03-03,2019-04-23 16:47:05.339921
0,Tim Kaine,"""We’ve now gained private sector jobs 12 months in a row.""",mostly-true,Kaine close on job numbers,2011-03-02,2019-04-23 16:47:05.341534
0,George Allen,"The stimulus bill ""promised to keep unemployment under 8%.""",barely-true,"Trotting out a tired, old claim",2011-02-28,2019-04-23 16:47:05.343112
0,George Allen,"""The American people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost,"" since the stimulus bill was signed.",true,New job growth slow to match earlier losses,2011-02-28,2019-04-23 16:47:05.344676
0,Tim Kaine,"Under former President George W. Bush’s administration ""while the population in that period grew by 10 percent, the number of jobs in the nation grew by 1 percent.""",mostly-true,"Lots of new people, fewer new jobs",2011-02-26,2019-04-23 16:47:05.346245
0,Christopher Peace,"Tim Kaine wants to thwart ""right-to-work reform measures in Midwest battleground states.""",false,No proof for this claim,2011-02-25,2019-04-23 16:47:05.347812
0,Virginia Senate Democratic Caucus,"The House of Delegates budget bill ""cuts $50 million from education.""",true,"In the end, less money for classrooms",2011-02-22,2019-04-23 16:47:05.349378
0,Bob McDonnell,"Road construction bids ""are coming in at the lowest in the modern era.""",barely-true,Has no data to prove his claim,2011-02-19,2019-04-23 16:47:05.350946
0,Scott Rigell,"The United states is ""borrowing more than 40 cents of every dollar we spend.""",true,We graded this in red ink,2011-02-17,2019-04-23 16:47:05.352682
0,Jamie Radtke,"""Senator Webb was a reliable vote for President Obama and Senator Harry Reid.""",true,Webb backed party on key bills,2011-02-16,2019-04-23 16:47:05.354315
0,Jim Webb,"The war in Iraq was a major factor in blowing ""the top off the price of oil.""",barely-true,Rising global demand played far more improtant role,2011-02-14,2019-04-23 16:47:05.355931
0,Dwight Jones,"""Overall we currently have $981 million, almost a billion dollars in active development projects right here in the City of Richmond.""",barely-true,Are finished projects really active?,2011-02-11,2019-04-23 16:47:05.357534
0,Joe Morrissey,"The military has spent $500 million enforcing the ""Don’t Ask, Don’t Tell"" policy regarding gays and lesbians in the military.",mostly-true,His estimate is reasonable,2011-02-07,2019-04-23 16:47:05.359143
0,Democratic Congressional Campaign Committee,Congressman Robert Hurt has a plan to cut education by 40 percent.,pants-fire,Time for remedial math at DCCC,2011-02-04,2019-04-23 16:47:05.360889
0,Jamie Radtke,"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",barely-true,Don't just blame Bernanke,2011-02-04,2019-04-23 16:47:05.362519
0,Bill Janis,"""The New START treaty was passed despite significant concerns among some people in the State and Defense Departments.""",barely-true,Big-wigs and brass backed this treaty,2011-02-02,2019-04-23 16:47:05.364166
0,Mark Warner,The U.S. loses more on tax breaks than it collects in personal income taxes.,true,Changing the imbalance will cause pain,2011-02-01,2019-04-23 16:47:05.365775
0,Ken Cuccinelli,"""[Tailpipe emissions rules], if fully implemented with all the regulations that go with it, they will keep the temperature from rising nearly five one-hundredths of a degree Fahrenheit. By 2050.""",true,Polar bears should remain nervous.,2011-01-28,2019-04-23 16:47:05.367392
0,Jamie Radtke,"George Allen voted for budgets that increased the national debt by $16,400 for every second he served in the U.S. Senate.",true,She actually underestimated the total,2011-01-23,2019-04-23 16:47:05.540627
0,Bob McDonnell,"""It is estimated that every $100 million spent on construction generates 3,000 new jobs.""",barely-true,Governor's numbers don't add up,2011-01-22,2019-04-23 16:47:05.542551
0,Brian Moran,"The governor has made a ""commitment to billions of dollars in debt and new spending without any explanation of how he plans to pay that money back.""",pants-fire,He voted for the missing plan...twice,2011-01-21,2019-04-23 16:47:05.544139
0,Eric Cantor,"The health care reform law ""offset[s] 6 years of benefits with 10 years of tax increases.""",half-true,Some benefits as well as some taxes come early ,2011-01-15,2019-04-23 16:47:05.545754
0,Bob McDonnell,"Virginia ranked 35th in job creation in 2009 under Gov. Tim Kaine, and moved up to third for 2010, while McDonnell has been in office.",half-true,Uses statistics that draw the starkest contrast ,2011-01-14,2019-04-23 16:47:05.547378
0,Tim Kaine,Obama’s mid-term approval ratings are similar to other presidents who went on to re-election.,half-true,Mid-term marks below average but above Reagan's in first term ,2011-01-10,2019-04-23 16:47:05.549140
0,Pat Mullins,New provisions of the health care law bar the use of flexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs.,true,He's the Bayer of bad news,2011-01-07,2019-04-23 16:47:05.550730
0,Gerry Connolly,"""There hasn't really been a lot of net growth in the federal workforce when you compare it to say, 1990.""",half-true,But use of government contractors has soared,2011-01-06,2019-04-23 16:47:05.552558
0,William Howell,Proposed federal regulations would affect every street sign in the country,true,"Not a capital idea, he says",2011-01-01,2019-04-23 16:47:05.554182
0,Ward Armstrong,On whether the state should ramp up borrowing to build roads.,half-flip,Voted for road bonds in 2007 but wasn't happy about it,2010-12-30,2019-04-23 16:47:05.555795
0,Bobby Scott,"The tax-cut deal ""adds more than $800 billion to the deficit over two years -- more than the cost of TARP and more than the cost of the Recovery Act"" and about the same as health care reform.",mostly-true,"He's right on two, close on the third",2010-12-27,2019-04-23 16:47:05.557410
0,Ward Armstrong,"""The Governor did not consult members of his own party before he released his [transportation] plan.""",false,Many Republicans were in the loop,2010-12-24,2019-04-23 16:47:05.559027
0,Bob McDonnell,On whether state employees should contribute to their pensions.,full-flop,Says worsening conditions forced him to change,2010-12-22,2019-04-23 16:47:05.560632
0,Bob Marshall,"Those who fail to buy health insurance under ""Obamacare"" face the threat of jail time.",pants-fire,No one is going to the Big House,2010-12-20,2019-04-23 16:47:05.562249
0,Kitty Boitnott,"Teachers ""are working their third consecutive year -- some longer than that -- without salary increases.""",false,Most got raises for 2008-09 school year,2010-12-17,2019-04-23 16:47:05.563858
0,Robert Hurt,"The Democrats' health care reform law is a ""government takeover of health care.""",false,Saying it doesn't make it true,2010-12-16,2019-04-23 16:47:05.565472
0,George Allen,"Sen. Jim Webb ""persists on negating"" Sen. Mark Warner’s votes",false,Webb and Warner in sync on 87 percent of votes,2010-12-15,2019-04-23 16:47:05.567117
0,Jim Moran,"The Bush-era tax cuts failed to increase employment and ""work-force participation fell in 2001 and has never returned to the record level set in 2000.""",mostly-true,"Don't forget, there was a recession",2010-12-11,2019-04-23 16:47:05.568692
0,Mark Warner,The national debt grew an estimated $15 billion last weekend.,true,"The estimate, though accurate, varies from actual numbers",2010-12-09,2019-04-23 16:47:05.570556
0,Bobby Scott,"Republicans ""created a trillion dollar prescription drug entitlement program without paying for it.""",mostly-true,He's close on the cost for the next decade,2010-12-07,2019-04-23 16:47:05.572202
0,William Howell,"""There’s talk in Congress now about basically confiscating your private 401(k) or IRA plan and rolling it into Social Security to strengthen Social Security.""",pants-fire,No need to cash in your retirement savings,2010-12-03,2019-04-23 16:47:05.730439
0,Bob McDonnell,"""The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.""",true,"With three kids in college, he knows the facts. ",2010-12-02,2019-04-23 16:47:05.732264
0,Eric Cantor,Letting the Bush tax cuts expire would raise taxes on small businesses.,barely-true,But he's misinterpreting data. ,2010-11-26,2019-04-23 16:47:05.733881
0,Virginia Tea Party Patriots,"Since the Fed was created in 1913, ""the U.S. Dollar has lost 98% of its purchasing power.""",half-true,A glaring omission: Wages have gone up dramatically since 1913.,2010-11-24,2019-04-23 16:47:05.735672
0,Bobby Scott,"The health care reform law ""reduces the deficit by nearly $1.2 trillion over the next two decades.""",half-true,But his projections get dicey after 10 years,2010-11-23,2019-04-23 16:47:05.737254
0,Virginia Tea Party Patriots,"The dollar ""has fallen over 44% since Bernanke began pumping money into the system beginning back in 2002.""",half-true,"Dollar has fallen, but not that much",2010-11-19,2019-04-23 16:47:05.738857
0,Bob McDonnell,"""We’ve been able to create about 60,000 net new jobs"" in Virginia since February.",mostly-true,"His figure is close, but who deserves the credit for the new jobs?",2010-11-17,2019-04-23 16:47:05.740425
0,George Allen,"President Obama, Sen. Harry Reid and Rep. Nancy Pelosi passed a ""$1.2 trillion stimulus bill.""",pants-fire,Inflates stimulus cost by almost 50 percent,2010-11-16,2019-04-23 16:47:05.741993
0,Mark Warner,"$65 billion ""would be added to the deficit if we keep the cuts for people on the highest incomes.""",mostly-true,Warner's numbers add up,2010-11-14,2019-04-23 16:47:05.743618
0,Richard Saslaw,"$65 million from ABC privatization will not pay for ""even an overpass in Tysons Corner.""",barely-true,$65 million would cover it without major complications,2010-11-13,2019-04-23 16:47:05.745377
0,Bob McDonnell,"Has created 60,000 net new jobs since taking office.",mostly-true,"His number is a tad high, but in the ballpark ",2010-11-12,2019-04-23 16:47:05.746946
0,Tim Kaine,"Republican plan to extend Bush tax cuts ""would double deficit projections going forward for the next couple of decades.""",mostly-true,Omits one fact: Democrats' plan would also balloon deficit ,2010-11-11,2019-04-23 16:47:05.748505
0,George Allen,"The debt is ""nearly $6 trillion more than when President Obama was sworn into office.""",false,Debt hasn't grown that fast,2010-11-09,2019-04-23 16:47:05.750063
0,Eric Cantor,"""The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.""",true,"This time, he's right",2010-11-07,2019-04-23 16:47:05.751824
0,Bobby Scott,"""If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.""",false,Ending the tax cuts wouldn’t even cut the deficit in half,2010-11-05,2019-04-23 16:47:05.753449
0,Scott Rigell,"""Congressman Nye voted against a bill which would have defunded the $5-10 billion"" the IRS needed to implement  health care legislation.",false,"Nye's vote was on a minor procedural motion, not a bill",2010-11-01,2019-04-23 16:47:05.755061
0,Sierra Club,Robert Hurt supported a bill that helped the uranium industry after taking contributions from the industry and because his father had a stake in it.,barely-true,"Hurt took $2,000 from mining officials but was cleared to vote on bill",2010-10-31,2019-04-23 16:47:05.756669
0,Tom Perriello,"""Senator Robert Hurt voted for a bill that’s raised your electric rates seven times.""",false,Deregulation was not a factor in raising rates,2010-10-30,2019-04-23 16:47:05.758291
0,Robert Hurt,"""Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time.""",half-true,"Perriello votes with Democrats, but not necessarily Pelosi",2010-10-30,2019-04-23 16:47:05.759899
0,Democratic Congressional Campaign Committee,"""Rigell's car dealership made over $400,000 off the ‘Cash for Clunkers’ bailout.""",half-true,"Rigell's dealerships profited, but they didn't make $400,000",2010-10-29,2019-04-23 16:47:05.761505
0,Tom Perriello,"""Mr. Hurt would re-open that darn (Medicare) doughnut hole.""",half-true,"Connecting the dots, Perriello seems right",2010-10-29,2019-04-23 16:47:05.911289
0,Rick Boucher,"""Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead.""",barely-true,No evidence Griffith fought for this,2010-10-28,2019-04-23 16:47:05.913116
0,Morgan Griffith,"Rick Boucher ""helped write"" the cap-and-trade bill",half-true,"Yes, but to protect SW Virginia and coal industry",2010-10-28,2019-04-23 16:47:05.914767
0,Eric Cantor,"In the past two years, Democrats have ""spent more money than this country has spent in the last 200 years combined.""",pants-fire,Wrong no matter how you slice it,2010-10-27,2019-04-23 16:47:05.916352
0,Tom Perriello,"Says Robert Hurt ""supports the tax loopholes that send American jobs overseas.""",false,"Hurt signed Taxpayer Protection Pledge, not a promise to close loopholes",2010-10-25,2019-04-23 16:47:05.917938
0,Scott Rigell,"Says Glenn Nye voted ""in lock step with Nancy Pelosi"" 83 percent of the time.",barely-true,Many nays for Nye,2010-10-25,2019-04-23 16:47:05.919772
0,Robert Hurt,"Says Tom Perriello voted ""to give tax breaks to foreign companies creating jobs in China.""",false,"No connection between manufacturing tax credit in stimulus, Chinese jobs",2010-10-25,2019-04-23 16:47:05.921406
0,Glenn Nye,"Says he ""voted no on the Wall Street bailouts.""",barely-true,He wasn't in Congress when TARP was approved.,2010-10-25,2019-04-23 16:47:05.923045
